clinica,nombre_completo,cmp,codigo_medico,activo,experiencia,url_imagen,url_cita,especialidad_slug,especialidad,description_card,sede_slug,sede_title,sede_adress,distrito,tipo_atencion_slug,tipo_atencion_title,dia,hora_inicio,hora_fin,fecha_scraping
Clínica San Pablo,Dr. Gianella Patricia Barreda Estrada,34225,14770087,True,"1. ESTUDIOS: - Médico Cirujano: Universidad Federico Villarreal. - Médico Especialista en Oftalmología: Universidad Nacional Mayor de San Marcos. - Maestría en Oftalmología: Universidad Católica de Salta en Argentina. 2. EXPERIENCIA PROFESIONAL: - Hospital Naval del Perú, Médico Asistente (2003). - Complejo Hospitalario San Pablo (2003 a la fecha). - Clínica Oftalmológica Mater Dei (2005-2007). - Clínica Maison de Santé (2008-2015). 3. ASOCIACIONES PROFESIONALES: - Miembro Asociado de la Sociedad Peruana de Oftalmología. - Miembro Titular de la Sociedad Peruana de Oftalmología. - Miembro de la Pan American Association of Ophthalmology.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-34225.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,02:30,04:30,2025-11-22
Clínica San Pablo,Dr. Gianella Patricia Barreda Estrada,34225,14770087,True,"1. ESTUDIOS: - Médico Cirujano: Universidad Federico Villarreal. - Médico Especialista en Oftalmología: Universidad Nacional Mayor de San Marcos. - Maestría en Oftalmología: Universidad Católica de Salta en Argentina. 2. EXPERIENCIA PROFESIONAL: - Hospital Naval del Perú, Médico Asistente (2003). - Complejo Hospitalario San Pablo (2003 a la fecha). - Clínica Oftalmológica Mater Dei (2005-2007). - Clínica Maison de Santé (2008-2015). 3. ASOCIACIONES PROFESIONALES: - Miembro Asociado de la Sociedad Peruana de Oftalmología. - Miembro Titular de la Sociedad Peruana de Oftalmología. - Miembro de la Pan American Association of Ophthalmology.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-34225.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,02:30,04:30,2025-11-22
Clínica San Pablo,Dr. Andres Barreda Fuentes,65159,14770187,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-34225.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,06:00,08:00,2025-11-22
Clínica San Pablo,Dr. Andres Barreda Fuentes,65159,14770187,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-34225.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,03:00,08:00,2025-11-22
Clínica San Pablo,Dr. Andres Barreda Fuentes,65159,14770187,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-34225.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,06:00,08:00,2025-11-22
Clínica San Pablo,Dr. Cecilia Barreda Hurtado,21380,14770047,True,"1. RESUMEN: - Soy mamá de dos y aunque crecieron un poco, sigo aprendiendo a ser madre, la más maravillosa experiencia de la vida. 2. ESTUDIO: - Me gradué en Lima en la Universidad Nacional Mayor de San Marcos e hice la especialidad de Pediatría en la misma universidad. 3. EXPERIENCIA PROFESIONAL: - Tengo un entrenamiento en Neonatología en el Children´s Hospital de Denver, Colorado. 4. INTERÉS PROFESIONAL: - Mi campo principal de interés es la nutrición de mis pacientes no solo para que sean nińos sanos sino para que sean adultos sanos. Por esta razón realicé un Diplomado de Nutrición Pediátrica en Boston University School of Medicine. - Soy miembro de la Sociedad Peruana de Pediatría y de la Sociedad Latinoamericana de Infectología Pediátrica.",https://www.qualab.com.pe/STAFF02/staff-oracle/images/default-med.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,09:20,01:00,2025-11-22
Clínica San Pablo,Dr. Cecilia Barreda Hurtado,21380,14770047,True,"1. RESUMEN: - Soy mamá de dos y aunque crecieron un poco, sigo aprendiendo a ser madre, la más maravillosa experiencia de la vida. 2. ESTUDIO: - Me gradué en Lima en la Universidad Nacional Mayor de San Marcos e hice la especialidad de Pediatría en la misma universidad. 3. EXPERIENCIA PROFESIONAL: - Tengo un entrenamiento en Neonatología en el Children´s Hospital de Denver, Colorado. 4. INTERÉS PROFESIONAL: - Mi campo principal de interés es la nutrición de mis pacientes no solo para que sean nińos sanos sino para que sean adultos sanos. Por esta razón realicé un Diplomado de Nutrición Pediátrica en Boston University School of Medicine. - Soy miembro de la Sociedad Peruana de Pediatría y de la Sociedad Latinoamericana de Infectología Pediátrica.",https://www.qualab.com.pe/STAFF02/staff-oracle/images/default-med.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,09:00,01:00,2025-11-22
Clínica San Pablo,Dr. Cecilia Barreda Hurtado,21380,14770047,True,"1. RESUMEN: - Soy mamá de dos y aunque crecieron un poco, sigo aprendiendo a ser madre, la más maravillosa experiencia de la vida. 2. ESTUDIO: - Me gradué en Lima en la Universidad Nacional Mayor de San Marcos e hice la especialidad de Pediatría en la misma universidad. 3. EXPERIENCIA PROFESIONAL: - Tengo un entrenamiento en Neonatología en el Children´s Hospital de Denver, Colorado. 4. INTERÉS PROFESIONAL: - Mi campo principal de interés es la nutrición de mis pacientes no solo para que sean nińos sanos sino para que sean adultos sanos. Por esta razón realicé un Diplomado de Nutrición Pediátrica en Boston University School of Medicine. - Soy miembro de la Sociedad Peruana de Pediatría y de la Sociedad Latinoamericana de Infectología Pediátrica.",https://www.qualab.com.pe/STAFF02/staff-oracle/images/default-med.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,07:00,11:00,2025-11-22
Clínica San Pablo,Dr. Cecilia Barreda Hurtado,21380,14770047,True,"1. RESUMEN: - Soy mamá de dos y aunque crecieron un poco, sigo aprendiendo a ser madre, la más maravillosa experiencia de la vida. 2. ESTUDIO: - Me gradué en Lima en la Universidad Nacional Mayor de San Marcos e hice la especialidad de Pediatría en la misma universidad. 3. EXPERIENCIA PROFESIONAL: - Tengo un entrenamiento en Neonatología en el Children´s Hospital de Denver, Colorado. 4. INTERÉS PROFESIONAL: - Mi campo principal de interés es la nutrición de mis pacientes no solo para que sean nińos sanos sino para que sean adultos sanos. Por esta razón realicé un Diplomado de Nutrición Pediátrica en Boston University School of Medicine. - Soy miembro de la Sociedad Peruana de Pediatría y de la Sociedad Latinoamericana de Infectología Pediátrica.",https://www.qualab.com.pe/STAFF02/staff-oracle/images/default-med.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,02:20,06:00,2025-11-22
Clínica San Pablo,Dr. Cecilia Barreda Hurtado,21380,14770047,True,"1. RESUMEN: - Soy mamá de dos y aunque crecieron un poco, sigo aprendiendo a ser madre, la más maravillosa experiencia de la vida. 2. ESTUDIO: - Me gradué en Lima en la Universidad Nacional Mayor de San Marcos e hice la especialidad de Pediatría en la misma universidad. 3. EXPERIENCIA PROFESIONAL: - Tengo un entrenamiento en Neonatología en el Children´s Hospital de Denver, Colorado. 4. INTERÉS PROFESIONAL: - Mi campo principal de interés es la nutrición de mis pacientes no solo para que sean nińos sanos sino para que sean adultos sanos. Por esta razón realicé un Diplomado de Nutrición Pediátrica en Boston University School of Medicine. - Soy miembro de la Sociedad Peruana de Pediatría y de la Sociedad Latinoamericana de Infectología Pediátrica.",https://www.qualab.com.pe/STAFF02/staff-oracle/images/default-med.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,02:20,06:00,2025-11-22
Clínica San Pablo,Dr. Zithney Erlinda Bazan Figueroa,13757,14770022,True,"1. ESTUDIOS: - Universidad Nacional Mayor de San Marcos - Médico Cirujano. - Universidad Cayetano Heredia - Maestría en Medicina. - Universidad Nacional Mayor de San Marcos - Residentado Médico, Especialidad: Gineco-Obstetricia. - Subespecialidad de Reproducción Humana. 2. EXPERIENCIA PROFESIONAL: - Instituto Perinatal (Ex Maternidad de Lima). - Clínica Santa Teresa. - Clínica Santa Isabel. - Hospital Edgardo Rebagliati Martins. 3. Asociaciones Profesionales: - Sociedad de Gineco Obstetricia. - Sociedad de Infertilidad. 4. Reconocimientos: - Docencia UNMSM. - Docencia Universidad Ricardo Palma.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-21380.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,gineco-obstetricia,Gineco-Obstetricia,Médico especialista en Gineco-Obstetricia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Zithney Erlinda Bazan Figueroa,13757,14770022,True,"1. ESTUDIOS: - Universidad Nacional Mayor de San Marcos - Médico Cirujano. - Universidad Cayetano Heredia - Maestría en Medicina. - Universidad Nacional Mayor de San Marcos - Residentado Médico, Especialidad: Gineco-Obstetricia. - Subespecialidad de Reproducción Humana. 2. EXPERIENCIA PROFESIONAL: - Instituto Perinatal (Ex Maternidad de Lima). - Clínica Santa Teresa. - Clínica Santa Isabel. - Hospital Edgardo Rebagliati Martins. 3. Asociaciones Profesionales: - Sociedad de Gineco Obstetricia. - Sociedad de Infertilidad. 4. Reconocimientos: - Docencia UNMSM. - Docencia Universidad Ricardo Palma.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-21380.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,gineco-obstetricia,Gineco-Obstetricia,Médico especialista en Gineco-Obstetricia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Zithney Erlinda Bazan Figueroa,13757,14770022,True,"1. ESTUDIOS: - Universidad Nacional Mayor de San Marcos - Médico Cirujano. - Universidad Cayetano Heredia - Maestría en Medicina. - Universidad Nacional Mayor de San Marcos - Residentado Médico, Especialidad: Gineco-Obstetricia. - Subespecialidad de Reproducción Humana. 2. EXPERIENCIA PROFESIONAL: - Instituto Perinatal (Ex Maternidad de Lima). - Clínica Santa Teresa. - Clínica Santa Isabel. - Hospital Edgardo Rebagliati Martins. 3. Asociaciones Profesionales: - Sociedad de Gineco Obstetricia. - Sociedad de Infertilidad. 4. Reconocimientos: - Docencia UNMSM. - Docencia Universidad Ricardo Palma.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-21380.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,gineco-obstetricia,Gineco-Obstetricia,Médico especialista en Gineco-Obstetricia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Julissa Fanny Begazo Guevara,38000,14770096,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-13757.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,otorrino-laringologia,Otorrino Laringologia,Médico especialista en Otorrino Laringologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,04:30,06:30,2025-11-22
Clínica San Pablo,Dr. Julissa Fanny Begazo Guevara,38000,14770096,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-13757.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,otorrino-laringologia,Otorrino Laringologia,Médico especialista en Otorrino Laringologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,04:30,06:30,2025-11-22
Clínica San Pablo,Dr. Eduardo Borobio Guede,29912,14770069,True,"Médico egresado en la Universidad Nacional Federico Villarreal. Especialista en oftalmología en la Universidad Peruana Cayetano Heredia. Manejo amplio de procedimientos de refracción y cirugía refractiva de córnea, glaucoma, retina y vítreo.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-38000.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,11:00,01:30,2025-11-22
Clínica San Pablo,Dr. Eduardo Borobio Guede,29912,14770069,True,"Médico egresado en la Universidad Nacional Federico Villarreal. Especialista en oftalmología en la Universidad Peruana Cayetano Heredia. Manejo amplio de procedimientos de refracción y cirugía refractiva de córnea, glaucoma, retina y vítreo.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-38000.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,oftalmologia,Oftalmologia,Médico especialista en Oftalmologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,11:00,01:30,2025-11-22
Clínica San Pablo,Dr. Eleazar Bravo Benites,09185,14769994,True,"1. ESTUDIOS: - Título de Médico Cirujano por la Universidad Nacional Mayor de San Marcos. - Título de Especialista en Medicina Interna por la Universidad Nacional Federico Villarreal. 2. EXPERIENCIA PROFESIONAL: - Docente Universitario de la Facultad de Medicina de la Universidad Nacional Federico Villarreal con 45 ańos de servicios hasta la actualidad. - 30 ańos de servicios en el Hospital Naval con el desempeńo de los siguientes cargos: Jefe del Servicio de Medicina Interna. - Jefe del Departamento General de Medicina. - Subdirector del Hospital Naval. - Miembro Titular de la Sociedad Peruana de Medicina Interna, habiendo integrado en varias oportunidades su Consejo Directivo. - Premio Hipólito Unanue 1975.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-29912.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,10:00,12:30,2025-11-22
Clínica San Pablo,Dr. Eleazar Bravo Benites,09185,14769994,True,"1. ESTUDIOS: - Título de Médico Cirujano por la Universidad Nacional Mayor de San Marcos. - Título de Especialista en Medicina Interna por la Universidad Nacional Federico Villarreal. 2. EXPERIENCIA PROFESIONAL: - Docente Universitario de la Facultad de Medicina de la Universidad Nacional Federico Villarreal con 45 ańos de servicios hasta la actualidad. - 30 ańos de servicios en el Hospital Naval con el desempeńo de los siguientes cargos: Jefe del Servicio de Medicina Interna. - Jefe del Departamento General de Medicina. - Subdirector del Hospital Naval. - Miembro Titular de la Sociedad Peruana de Medicina Interna, habiendo integrado en varias oportunidades su Consejo Directivo. - Premio Hipólito Unanue 1975.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-29912.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,10:00,12:30,2025-11-22
Clínica San Pablo,Dr. Eleazar Bravo Benites,09185,14769994,True,"1. ESTUDIOS: - Título de Médico Cirujano por la Universidad Nacional Mayor de San Marcos. - Título de Especialista en Medicina Interna por la Universidad Nacional Federico Villarreal. 2. EXPERIENCIA PROFESIONAL: - Docente Universitario de la Facultad de Medicina de la Universidad Nacional Federico Villarreal con 45 ańos de servicios hasta la actualidad. - 30 ańos de servicios en el Hospital Naval con el desempeńo de los siguientes cargos: Jefe del Servicio de Medicina Interna. - Jefe del Departamento General de Medicina. - Subdirector del Hospital Naval. - Miembro Titular de la Sociedad Peruana de Medicina Interna, habiendo integrado en varias oportunidades su Consejo Directivo. - Premio Hipólito Unanue 1975.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-29912.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,10:00,12:30,2025-11-22
Clínica San Pablo,Dr. Rocio Del Pilar Bringas Dextre,65642,14770191,True,"Médico cirujana con especialidad en dermatología, con formación en el Hospital Nacional Daniel Alcides Carrión, egresada de la Universidad Nacional Mayor de San Marcos. Dermatóloga en el Hospital Nacional Dos de Mayo. Dermatóloga en la Clínica San Pablo. Dermatóloga en el Hospital Barton EsSalud. Dermatóloga en Clínica Jockey Salud. Miembro titular del Colegio Ibero - Latinoamericano de Dermatología (CILAD). Miembro del Círculo Dermatológico del Perú. Diplomatura terapia láser, patología ungueal, tricología, dermatoscopia y dermatología pediátrica - CILAD. Diplomatura en oncología y cirugía dermatológica. Diplomatura en dermatología clínica y dermatología estética. Uso de láser Q-Switched. Mott. Uso de láser CO2, Erbium Yag REHAB.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-09185.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,dermatologia,Dermatologia,Médico especialista en Dermatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,03:00,05:30,2025-11-22
Clínica San Pablo,Dr. Rocio Del Pilar Bringas Dextre,65642,14770191,True,"Médico cirujana con especialidad en dermatología, con formación en el Hospital Nacional Daniel Alcides Carrión, egresada de la Universidad Nacional Mayor de San Marcos. Dermatóloga en el Hospital Nacional Dos de Mayo. Dermatóloga en la Clínica San Pablo. Dermatóloga en el Hospital Barton EsSalud. Dermatóloga en Clínica Jockey Salud. Miembro titular del Colegio Ibero - Latinoamericano de Dermatología (CILAD). Miembro del Círculo Dermatológico del Perú. Diplomatura terapia láser, patología ungueal, tricología, dermatoscopia y dermatología pediátrica - CILAD. Diplomatura en oncología y cirugía dermatológica. Diplomatura en dermatología clínica y dermatología estética. Uso de láser Q-Switched. Mott. Uso de láser CO2, Erbium Yag REHAB.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-09185.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,dermatologia,Dermatologia,Médico especialista en Dermatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,03:00,05:00,2025-11-22
Clínica San Pablo,Dr. Rocio Del Pilar Bringas Dextre,65642,14770191,True,"Médico cirujana con especialidad en dermatología, con formación en el Hospital Nacional Daniel Alcides Carrión, egresada de la Universidad Nacional Mayor de San Marcos. Dermatóloga en el Hospital Nacional Dos de Mayo. Dermatóloga en la Clínica San Pablo. Dermatóloga en el Hospital Barton EsSalud. Dermatóloga en Clínica Jockey Salud. Miembro titular del Colegio Ibero - Latinoamericano de Dermatología (CILAD). Miembro del Círculo Dermatológico del Perú. Diplomatura terapia láser, patología ungueal, tricología, dermatoscopia y dermatología pediátrica - CILAD. Diplomatura en oncología y cirugía dermatológica. Diplomatura en dermatología clínica y dermatología estética. Uso de láser Q-Switched. Mott. Uso de láser CO2, Erbium Yag REHAB.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-09185.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,dermatologia,Dermatologia,Médico especialista en Dermatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,03:00,05:30,2025-11-22
Clínica San Pablo,Dr. Rocio Del Pilar Bringas Dextre,65642,14770191,True,"Médico cirujana con especialidad en dermatología, con formación en el Hospital Nacional Daniel Alcides Carrión, egresada de la Universidad Nacional Mayor de San Marcos. Dermatóloga en el Hospital Nacional Dos de Mayo. Dermatóloga en la Clínica San Pablo. Dermatóloga en el Hospital Barton EsSalud. Dermatóloga en Clínica Jockey Salud. Miembro titular del Colegio Ibero - Latinoamericano de Dermatología (CILAD). Miembro del Círculo Dermatológico del Perú. Diplomatura terapia láser, patología ungueal, tricología, dermatoscopia y dermatología pediátrica - CILAD. Diplomatura en oncología y cirugía dermatológica. Diplomatura en dermatología clínica y dermatología estética. Uso de láser Q-Switched. Mott. Uso de láser CO2, Erbium Yag REHAB.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-09185.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,dermatologia,Dermatologia,Médico especialista en Dermatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,03:00,06:00,2025-11-22
Clínica San Pablo,Dr. Rocio Del Pilar Bringas Dextre,65642,14770191,True,"Médico cirujana con especialidad en dermatología, con formación en el Hospital Nacional Daniel Alcides Carrión, egresada de la Universidad Nacional Mayor de San Marcos. Dermatóloga en el Hospital Nacional Dos de Mayo. Dermatóloga en la Clínica San Pablo. Dermatóloga en el Hospital Barton EsSalud. Dermatóloga en Clínica Jockey Salud. Miembro titular del Colegio Ibero - Latinoamericano de Dermatología (CILAD). Miembro del Círculo Dermatológico del Perú. Diplomatura terapia láser, patología ungueal, tricología, dermatoscopia y dermatología pediátrica - CILAD. Diplomatura en oncología y cirugía dermatológica. Diplomatura en dermatología clínica y dermatología estética. Uso de láser Q-Switched. Mott. Uso de láser CO2, Erbium Yag REHAB.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-09185.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,dermatologia,Dermatologia,Médico especialista en Dermatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Sábado,09:00,11:50,2025-11-22
Clínica San Pablo,Dr. Rosa Bueno Olivera,31140,14770077,True,"1. ESTUDIOS: - Segunda Especialización en Endocrinología y Metabolismo en la UNMSM. - Postgrado en Endocrinología Pediátrica en el Hospital Universitario General ""Gregorio Marańón"" de Madrid, Espańa. 2. ENTRENAMIENTO Y PASANTÍA: - Diabetes, Metabolismo y Nutrición en el Instituto de Ciencias Médicas y de la Nutrición ""Salvador Zubirán"" en México D.F. 3. EXPERIENCIA PROFESIONAL: - Endocrinólogo del Hospital Central de Aeronáutica. - Endocrinólogo de la Clínica San Pablo. 4. ASOCIACIONES PROFESIONALES: - Sociedad Peruana de Diabetes. - Asociación Latinoamericana de Diabetes (ALAD).",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-31140.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,endocrinologia,Endocrinologia,Médico especialista en Endocrinologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,03:30,07:00,2025-11-22
Clínica San Pablo,Dr. Rosa Bueno Olivera,31140,14770077,True,"1. ESTUDIOS: - Segunda Especialización en Endocrinología y Metabolismo en la UNMSM. - Postgrado en Endocrinología Pediátrica en el Hospital Universitario General ""Gregorio Marańón"" de Madrid, Espańa. 2. ENTRENAMIENTO Y PASANTÍA: - Diabetes, Metabolismo y Nutrición en el Instituto de Ciencias Médicas y de la Nutrición ""Salvador Zubirán"" en México D.F. 3. EXPERIENCIA PROFESIONAL: - Endocrinólogo del Hospital Central de Aeronáutica. - Endocrinólogo de la Clínica San Pablo. 4. ASOCIACIONES PROFESIONALES: - Sociedad Peruana de Diabetes. - Asociación Latinoamericana de Diabetes (ALAD).",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-31140.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,endocrinologia,Endocrinologia,Médico especialista en Endocrinologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,03:30,07:00,2025-11-22
Clínica San Pablo,Dr. Francisco Jose Calizaya Portal,46719,14770124,True,"1. EDUCACIÓN: - Pregrado: Medicina. - Postgrado: Residentado en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL: - Médico en la especialidad de Ortopedia y Traumatología en la Clínica Jesús del Norte. - Médico Asistente de Ortopedia y Traumatología en el Hospital Central Naval. - Residentado en Ortopedia y Traumatología, Hospital Central Naval. 3. MEMBRESÍAS: - Colegio Médico del Perú.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-31140.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,07:30,01:00,2025-11-22
Clínica San Pablo,Dr. Francisco Jose Calizaya Portal,46719,14770124,True,"1. EDUCACIÓN: - Pregrado: Medicina. - Postgrado: Residentado en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL: - Médico en la especialidad de Ortopedia y Traumatología en la Clínica Jesús del Norte. - Médico Asistente de Ortopedia y Traumatología en el Hospital Central Naval. - Residentado en Ortopedia y Traumatología, Hospital Central Naval. 3. MEMBRESÍAS: - Colegio Médico del Perú.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-31140.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,03:30,07:30,2025-11-22
Clínica San Pablo,Dr. Francisco Jose Calizaya Portal,46719,14770124,True,"1. EDUCACIÓN: - Pregrado: Medicina. - Postgrado: Residentado en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL: - Médico en la especialidad de Ortopedia y Traumatología en la Clínica Jesús del Norte. - Médico Asistente de Ortopedia y Traumatología en el Hospital Central Naval. - Residentado en Ortopedia y Traumatología, Hospital Central Naval. 3. MEMBRESÍAS: - Colegio Médico del Perú.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-31140.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,03:30,07:30,2025-11-22
